file_name,answer
526.wav,곧 갈 테니 내 차량 시동 부탁해
527.wav,전원 플러그 현재 위치 좀
528.wav,거실 조명 밝기 지금 상태에서 일 단계로 설정해
529.wav,엔진 오일 교체 한 지 얼마나 됐는지 확인해 줘
530.wav,컴퓨터 시작 타이머에 한 시간 설정할게
531.wav,앞으로 며칠 뒤에 엔진 오일 교체해야 하는지 알려 줘
532.wav,마지막 엔진오일 교체일 알려 줘
533.wav,지금 기름 어느 정도 남아 있는지 체크해 줄래
534.wav,지금 벌써 홈카메라가 저장한 용량 확인해 봐
535.wav,시시티브이가 찍고 있는 장면 보여 줘
536.wav,에어컨 온도 적당하게 이십 도 정도로 바꿔 줘
537.wav,자리 전체 통풍 켜 줘봐
538.wav,차 어딨는지 알았으니 인제 그만 경적 꺼 봐
539.wav,안방 밝기 꺼지기 직전까지 설정해 줘
540.wav,조수석 시트 보온 부탁해
541.wav,운전하는 자리 창문만 조금 열어 줘
542.wav,지금 조명들 꺼 줄 수 있어
543.wav,한 시간 있다가 티브이 좀 켜서 보자
544.wav,히터 때문에 덥다
545.wav,나가기 전에 미리 시동 켜 놓으세요
546.wav,운전자 이번으로 실행해 주라
547.wav,청소를 잘하게 로봇 청소기 삼 단계로 올려 줄래
548.wav,안방에 아직 꺼져 있는 조명 보여 줘
549.wav,엔진 새 걸로 언제 바꿀까
550.wav,의자에 통풍 시켜 줘
551.wav,지금 설정 마음에 들어 이걸로 계속 유지해 줘
552.wav,차 내부 순환 모드 가동해라
553.wav,운전자석 문 열리면 보일러 켜 줬으면 해
554.wav,컴퓨터가 쓰는 플러그 위치 알려 줘
555.wav,지금 기름 어느 정도 남아 있는지 체크해 줄래
556.wav,오늘 너무 덥다 에어컨 틀자
557.wav,엔진오일 바꾼 지 며칠 됐어
558.wav,오일 보통 얼마 쓰고 바꿔
559.wav,엔진오일 교체일 오래됐어
560.wav,여기에서 도착지점까지 얼마나 더 가야 하는 거니
561.wav,차 시동 켤 준비 해 둬 줘
562.wav,뒷자리 오른쪽 문 열어
563.wav,조수석에 음식 냄새 나니까 창문 내려
564.wav,송풍 기능 오프 부탁해
565.wav,안방 조명 한 개라도 켜져 있는지 확인해 봐
566.wav,운전자 일 모드 열선 모드 빼 줘
567.wav,차 시동 걸어서 따뜻하게 데워놔
568.wav,일 번 운전자 시동 꺼 줘
569.wav,안방 조명만 따로 켜 줘
570.wav,홈카메라 촬영 내역이 어떻게 되니
571.wav,시동 꺼지게 해 줘
572.wav,내가 차 세워둔 곳이 어디였지
573.wav,앞으로 며칠 뒤에 엔진 오일 교체해야 하는지 알려 줘
574.wav,에어컨 바람이 위쪽에서 퍼지게 설정해 줘
575.wav,차량 블랙박스 이상 없니
576.wav,전원 공급 중인 플러그 어디에 있는지 찾아 줘
577.wav,가스 밸브 틀어
578.wav,타이머로 세 시간 뒤 안방 전원 꺼지게 해 줘
579.wav,집에 애들만 있으니 가스 밸브 잠가
580.wav,차 시동 걸어 둬요
581.wav,티브이 위쪽에 거실 조명이 있어
582.wav,차 안 공기 좀 순환 시켜
583.wav,조수석 시트 앞으로 조금 당겨 줘
584.wav,블랙박스 삼일 열 시에 찍힌 영상 좀 보자
585.wav,에어컨 디렉션 업해 줘
586.wav,지금 집에 꺼져 있는 조명 위치 좀 말해
587.wav,경적 길게 눌러 줘
588.wav,블랙박스 영상 남아 있는지 확인해 줘
589.wav,엔진오일 교체 예상일 좀 체크해 줘
590.wav,컴퓨터 플러그 찾음 말해
591.wav,히터 이젠 안 켜도 돼
592.wav,보일러 바람 아래로 해
593.wav,안개 꼈으니까 비상등 좀 켜 줄래
594.wav,약속이 취소됐으니 시동은 꺼 줘
595.wav,에어컨 온도 좀 올려놔 봐
596.wav,비오니까 운전석 창문 좀 닫아 줘
597.wav,차 시동 걸어서 따뜻하게 데워놔
598.wav,옆자리 의자 따뜻하게 부탁해
599.wav,홈 카메라 용량 얼마나 남아 있는지 확인해 줘
600.wav,시트 최고 온도 되면 서서히 내려 줘
601.wav,반려동물 맞춤 모드로 바꿔 줘
602.wav,차량 내부 어떤지 화면 보여 줄래
603.wav,시동 꺼지게 해 줘
604.wav,저장된 내부 시시티브이 보여 주겠니
605.wav,어제 무 주문 넣었는지 확인 가능해
606.wav,거실 불 밝기를 일 단계로 다시 맞춰 줄래
607.wav,바람 쐬면서 운전하게 전체 창문 열어 줄래
608.wav,전체 조명 위치 각각 알려 줘
609.wav,시트 온도 설정 바꾸지 말고 지금처럼 유지해
610.wav,열선 시트에 전원 넣어 봐
611.wav,비상등 지금 빨리 켜 봐
612.wav,식료품 주문 상태 표시해
613.wav,거실 조명 꺼진 곳 있으면 알려 줘
614.wav,거실 최고 밝기로 바꿔
615.wav,조수석 시트에 바람 잘 통할 수 있게 해 줘
616.wav,전원 플러그 켜져 있는 거 종료 부탁해
617.wav,슬슬 땀 차는데 시트 통풍 좀 해 봐
618.wav,매주 수요일마다 오전 일곱 시에 시동 켜 놔
619.wav,에어컨 표준 온도로 변경해 줘
620.wav,선풍기 플러그 현재 어디에 있는가
621.wav,운전자 홍길동 세팅 일 단계로 해 줘
622.wav,우리 집 조명 기구 뭐가 작동 중이야
623.wav,아침이니까 보일러 온도를 내려
624.wav,안방 조명 아주 밝게 부탁할게
625.wav,지금 쓰고 남은 기름양이 얼마나 돼
626.wav,송풍 모드로 바꾸고 먼지 제거해
627.wav,어떻게 설정되어 있는지 운전자 일 확인할게
628.wav,현관문 열려있진 않지
629.wav,컴퓨터 플러그 내 방에 꽂혀 있어
630.wav,아홉 시 맞춰 에어컨 가동 종료해 줘
631.wav,십 분 후 전원 타이머 꺼지게 해놔
632.wav,집 전체에 조명 밝게 해 줘
633.wav,삼십 분 이상을 더 가야 하니
634.wav,블랙박스가 작동하고 있는지 봐줄래
635.wav,컴퓨터 전원 바로 켜 볼래
636.wav,나 평일에 치료 열 시에 가니깐 한 시간 전에 매일 시동 미리 걸어 줘
637.wav,현관 도어락 잘 걸려있어
638.wav,엔진오일 교체 예상일 계산해 줘
639.wav,이십 오 도 넘어가면 자동으로 에어컨 켜
640.wav,많이 어두워 비상등 좀 켜 봐
641.wav,기름양 체크 시작해
642.wav,혹시 지금 가스 밸브 잠가 줄 수 있을까요
643.wav,블랙박스 괜찮은지 점검해 볼래
644.wav,시트 온도 더 올리려면 뭐 어떻게 해야 돼
645.wav,십 분 후에 거실에 있는 조명 모두 다 켜 줘
646.wav,마지막 교체부터 며칠 지났어
647.wav,현재 남은 거리 어떻게 돼
648.wav,앞으로 얼마 더 가야 하는 지 알려 줄래
649.wav,키 버튼 누를 테니깐 경적 울려 줘
650.wav,뒷자리에 열려 있는 문 있어
651.wav,내가 세 시에 컴퓨터 할 수 있게 미리 켜 줄래
652.wav,어제 녹화된 시시티브이 영상 보자
653.wav,블랙박스 잘 달려 있지
654.wav,지난주 금요일에 주문 내역 알려 줘
655.wav,전기장판 연결된 플러그 어디 있어
656.wav,이제 홈 카메라에 얼마나 저장할 수 있어
657.wav,가스 밸브 현 상태 확인해 줘
658.wav,거실 조명 어디가 불 안 들어와 있어
659.wav,조수석 통풍 시트 쓰기
660.wav,왜 신호 바뀌었는데 안 가지 경적음 울려 봐
661.wav,차량 내부 카메라 보여 줄래
662.wav,집 안 조명 최소로 바꿔 줘
663.wav,엔진오일 새로 교체한 날 알려 줘
664.wav,시트 온도 좀 올려라
665.wav,톨게이트 요금 내게 시동석 창문 열어
666.wav,에어컨 바람 위로 나오게 고정해 줘
667.wav,피시 사용 한 시간 넘으면 삼십 분 뒤에 꺼지게 타이머 해 줘
668.wav,차 시동 걸어서 따뜻하게 데워놔
669.wav,우리 집 현관 잠금 상태 확인해 줘
670.wav,지그재그 모드로 거실 청소 시작
671.wav,다음 달에 엔진오일 바꿔야 해
672.wav,전원 플러그 현재 위치 좀
673.wav,앞에 차 라이트가 꺼져있는데 경적 울려주자
674.wav,다섯 시엔 집 전원 켜지게 설정 부탁해
675.wav,이틀 정도 집 비우니깐 사십팔 시간 동안 전원 꺼놔
676.wav,지금 찍고 있는 홈카메라 위치 좀 알려 주라
677.wav,뒷자리 오른쪽 문 열어
678.wav,육십 분 지나면 에어컨 켜 줘
679.wav,엔진 오일 교체 예상일 아직 멀었지
680.wav,운전자석 문 열리면 보일러 켜 줬으면 해
681.wav,컴퓨터 자동 종료 시간 두 시간으로 맞춰
682.wav,내가 타이머 설정한 대로 안방 불 켜면 돼
683.wav,오늘 좀 늦게 집에 가니깐 최소로 설정해
684.wav,홈카메라 사용자 내역 말해 봐
685.wav,안방 조명 최대 밝기로 바꾸고 내버려 둬 줘
686.wav,내부 순환모드로 변경 좀 해 줘
687.wav,미리 엔진 켜 줘
688.wav,식료품 주문 취소됐어
689.wav,히터 온도 최대한 낮게 틀어 줘
690.wav,지금 집에 꺼져 있는 조명 위치 좀 말해
691.wav,통풍 시트 조수석 것도 좀 틀어 봐
692.wav,전원 플러그 타이머 언제 끝나
693.wav,거실 조명을 최소로 켜짐 해 줘
694.wav,지금 전동 시트 위치 운전자 일 번으로 저장해 줘
695.wav,안방 창문 쪽에 있는 조명 단계 하나 높여 줘
696.wav,충분히 하니깐 송풍 모드 그만 작동해
697.wav,시트 통풍되도록 켜볼래
698.wav,내 차 내부 화면에 띄워
699.wav,너무 어두운데 조명 단계 올려 줘
700.wav,내 좌석에 통풍 약하게 해 놔 줘
701.wav,거실 조명 뭐 안 껐지
702.wav,운전석 창문은 전부 올려 줄래
703.wav,컴퓨터가 쓰는 플러그 위치 알려 줘
704.wav,열 시간 뒤에 에어컨 가동 예약해 줘
705.wav,안방 조명이 각각 어디에 있지
706.wav,사람들 빨리 탈 수 있게 뒷자리 차 문 열어 둬
707.wav,차로 이동하는 시간 확인 부탁해
708.wav,통풍 시트 더 세게 해 줘
709.wav,조수석에 누구 앉을 거니까 따뜻하게 틀어 놔
710.wav,여섯 시 되면 주방 보일러 켜 줘
711.wav,나올 때 못 끈 거실 조명 전원 좀 꺼 줘
712.wav,세 시간 후에 보일러 틀어 줘
713.wav,조명 세기 아주 약하게 해 줘
714.wav,내부 순환 멈춰요
715.wav,주방 에어컨 온도 올려 봐
716.wav,가스 밸브 점검 바랍니다
717.wav,에어컨 온도 설정 최대로 킬게
718.wav,전체 조명 순서대로 꺼 줘
719.wav,조명 설정 모드에서 거실 조명 올릴게
720.wav,피시 한 시간 뒤로 전원 예약할게
721.wav,시동 끌 필요 없고 그냥 켠 상태로 둬
722.wav,현재 차량 위치 좀 파악할 수 있을까
723.wav,식료품 산거 리스트 보여 줘
724.wav,오 분 후에 타이머 꺼지고 나서 전원 안 들어오는지 확인해 봐
725.wav,조명 조도 가장 아래 단계로 조절해
726.wav,내가 차 세워둔 곳이 어디였지
727.wav,타이머 시간 재설정 부탁해
728.wav,차 의자 너무 뜨겁다
729.wav,통풍 시트 기능 있니
730.wav,차에 사람 타면 에어컨 온도 좀 이십 도에 맞춰 주라
731.wav,회사로 출발 시 모든 바람 방향을 위로 설정시켜
732.wav,지금 시동 걸어 둘래
733.wav,깜빡했는데 안방 불 좀 꺼 줄 수 있어
734.wav,운전자 일 맞춤 기능에 시동 켜기 있어야 해
735.wav,어제 열 시부터 열한 시까지 블랙박스 영상 좀 볼래
736.wav,운전자 일 열선 시트 설정 변경 부탁해
737.wav,집에 있는 전원 모두를 끄고 싶은데 실행해 줘
738.wav,안방 조명 전체 켜
739.wav,현관문 열려 있는 거 같은데 한 번 확인해 주겠니
740.wav,현관문 애들이 못 열도록 제대로 닫혔어
741.wav,거실 조명 뭐 안 껐지
742.wav,뒷자리에 열려 있은 문 있어
743.wav,선풍기 삼십 분 후에 꺼지게 부탁해
744.wav,보일러 켜서 바닥 가열해
745.wav,히터 전원 오프 해
746.wav,조수석에 의자 켜
747.wav,식료품 주문한 거 잘 오고 있는지 알려 줘
748.wav,현관문 제대로 록 돼 있지
749.wav,현관문 열려있진 않지
750.wav,식료품 주문 내역 자세히 알고 싶어서 그러니 보여 줘
751.wav,차 문 모두 닫아요
752.wav,나 어제 퇴근하고 주차 어디에 했어
753.wav,홈카메라 사용 내역 좀 알아 볼래
754.wav,운전자 모드 등록되어 있는 거 다 보여 줘
755.wav,블랙박스 삼일 열 시에 찍힌 영상 보자
756.wav,조수석 문 옆 차에 안 닿게 조심히 열어 줘
757.wav,차에서 소리가 나는데 엔진오일 갈 때 됐어
758.wav,블랙박스에서 뭐 좀 나왔어
759.wav,컴퓨터 부팅 속도가 느리니 사전에 전원 올려놔 줘
760.wav,식료품 내역을 뽑아서 나한테 문자 남겨 줘
761.wav,운전석 창문 문제없지
762.wav,뒷자리 차 문 닫고 출발하자
763.wav,선풍기 켜지 못하게 전원 차단해 줘
764.wav,전체 차 문 이제 닫아 줘
765.wav,아침 여덟 시에 차 시동 좀 예약해 놓도록
766.wav,내무 순환 모드로 변경해 줘
767.wav,거실 전원 빛 다 꺼 줘
768.wav,지금 안방이 이 단계 더 밝았으면 좋겠어
769.wav,꺼져 있는 플러그 위치 다 알려 줘
770.wav,열선 시트 꺼야겠어
771.wav,모든 차 문 잠금 풀어
772.wav,에어컨 온도 설정 이십 도로 부탁해
773.wav,운전석 창문 다 올려야 해
774.wav,내부 순환 모드 그만 꺼도 돼
775.wav,지금 거실 등 어떤 게 켜진 건지 확인해 줘
776.wav,현관문 잠금으로 바뀌어있는지 확인 좀
777.wav,내부 순환 모드는 반드시 켜
778.wav,에어컨 전원 이제 꺼야겠어
779.wav,현관문 지금 잠금 상태인지 알려 줘
780.wav,목적지까지 남은 시간 계산해서 띄어 줘
781.wav,안방 조명 전원 온 해
782.wav,옆 좌석 히터 세기 좀 올려 줘
783.wav,외출 스케줄 따라 시동 미리 걸어
784.wav,엔진 오일 교체 날짜 캘린더에서 찾아 봐 줘
785.wav,친구랑 집에 같이 들어가니까 거실 조명 미리 켜 줘
786.wav,운전석 창문 다 올려야 해
787.wav,안방 불 여기 있는 거 맞아
788.wav,히터 이십구 도로 설정해 줘
789.wav,도착까지 남은 거리 알려 주라
790.wav,지금 다와 가는 중이야
791.wav,외출 스케줄 따라 시동 미리 걸어
792.wav,이제 봄이니까 보일러는 최솟값으로 바꿔
793.wav,땀이 날 것 같으니까 에어컨 온도 좀 낮게 틀어 놔
794.wav,로봇 청소기 어딨나 찾아 봐
795.wav,내 차가 있는 곳 주소 알려 줘
796.wav,운전자 모드 엄마로 세팅해 줘
797.wav,시동 다시 켜 줘
798.wav,시트 온도 설정되어 있는 거 높여 줘
799.wav,뒷자석 차 문 좀 미리 열어놔 주길 바랄게
800.wav,식료품 주문 명세 좀 볼 수가 있을까
801.wav,내가 깜빡하고 조명 안 끈 곳 체크해 줘
802.wav,조수석 문 옆 차에 안 닿게 조심히 열어 줘
803.wav,전자 제품 파워 전부 내려
804.wav,컴퓨터 전원에 불 켜 줘
805.wav,거실 라이트 최대한 밝게 만들어 줘
806.wav,내가 세 시 컴퓨터 할 수 있게 미리 켜 줄래
807.wav,세 시간 후에 꺼지는 거로 전원 타이머 맞춰 줘
808.wav,내일 아침에 시동 예약해
809.wav,십 분 후 가스 밸브 잠가 줄래
810.wav,선풍기 켜지 못하게 전원 차단해 줘
811.wav,송풍 모드 끕시다
812.wav,이 집 거실 조명 좀 켜 볼 수 있어
813.wav,선풍기 어떤 콘센트에 연결되어 있어
814.wav,선풍기 십 분 있다 전원 꺼 줘
815.wav,시트 온도 설정 바꾸지 말고 지금처럼 유지해
816.wav,지금 더워서 그런데 히터 조금만 약하게 해 줘
817.wav,여덟 시로 주간 시동 예약 부탁해
818.wav,차량 근처에 있을 시 경적 꺼 줘
819.wav,어디 홈카메라가 꺼져 있니
820.wav,집 피시 전부 전원 내려 줘
821.wav,로봇 청소기 물걸레 모드 온
822.wav,송풍 모드로 온 부탁해
823.wav,오늘 아침 시시티브이 영상 돌려줄래
824.wav,십 분 뒤에 리빙 라이트 온
825.wav,식료품 주문 상태 재확인해 줘
826.wav,거실 조명 중에서 꺼져 있는 조명이 어디인지 알려 줘
827.wav,저 경보음 소리 멈추게 해 봐
828.wav,몇 번째 콘센트에 컴퓨터 플러그 꽂혀있는지 위치 좀 말해 줘
829.wav,열선 시트 켜기
830.wav,컴퓨터 플러그 꽂을 수 있는 곳이 어디야
831.wav,회사 가려면 얼마나 더 가야 하는지 알려 줄래
832.wav,시 월 삼십 일 자 블랙박스 녹화 영상 틀어
833.wav,우리 초코 위해서 선풍기 미풍으로 켜 줘
834.wav,식탁등만 켜 놓고 나머지 꺼
835.wav,꺼진 플러그 위치 브리핑 부탁해
836.wav,내가 세 시에 컴퓨터 할 수 있게 미리 켜 줄래
837.wav,시트 온도 더 올리려면 뭐 어떻게 해야 돼
838.wav,통풍 시트 조수석 것도 좀 틀어 봐
839.wav,히터 온 해 줘
840.wav,눈부시니까 실내에 보조 등만 켜
841.wav,조수석 창문 절반만 열어
842.wav,빨리 따뜻해지게 제일 높은 온도로 틀어 줘
843.wav,내 블랙박스 작동 중이야
844.wav,엔진오일 교체일 오래됐어
845.wav,차 안에 찍힌 영상 보여 줘
846.wav,에어컨 온도 이십사 도 부탁해
